BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0479969,SPARKLETTS & SIERRA SPRINGS,11/15/2016,12/12/2016,WATER,52.07,2016,SPARKLETTS & SIERRA SPRINGS
T000477,HON. SCOTT TAYLOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493171,ABSOLUTE BOTTLED WATER COMPANY,2/27/2017,2/27/2017,WATER,35.19,2017,ABSOLUTE BOTTLED WATER COMPANY
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488391,EXELL COMPANIES,2/1/2017,2/28/2017,WATER,59.99,2017,EXELL COMPANIES
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488393,EXELL COMPANIES,1/1/2017,1/31/2017,WATER,59.99,2017,EXELL COMPANIES
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0488404,READYREFRESH BY NESTLE,1/1/2017,1/31/2017,WATER,54.94,2017,READYREFRESH BY NESTLE
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0496080,EXELL COMPANIES,3/1/2017,3/31/2017,WATER,59.99,2017,EXELL COMPANIES
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497487,EXELL COMPANIES,2/17/2017,2/17/2017,WATER,63.53,2017,EXELL COMPANIES
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497491,READYREFRESH BY NESTLE,2/1/2017,2/28/2017,WATER,54.94,2017,READYREFRESH BY NESTLE
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0480530,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,48.82,2016,READYREFRESH BY NESTLE
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489220,BALD EAGLE DISTRIBUTORSINC,1/1/2017,1/17/2017,WATER,26.25,2017,BALD EAGLE DISTRIBUTORSINC
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/9/2017,AP,E0495566,BALD EAGLE DISTRIBUTORSINC,2/1/2017,2/1/2017,WATER,9,2017,BALD EAGLE DISTRIBUTORSINC
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476906,BALD EAGLE DISTRIBUTORSINC,12/1/2016,12/1/2016,WATER,9,2016,BALD EAGLE DISTRIBUTORSINC
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0478137,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,8.46,2016,READYREFRESH BY NESTLE
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DS SERVICES STANDARD C,1/3/2017,1/28/2017,WATER,50.68,2017,CITI PCARD-DS SERVICES STANDARD C
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,52.95,2017,DEER PARK
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DS SERVICES STANDARD C,1/29/2017,2/28/2017,WATER,57.24,2017,CITI PCARD-DS SERVICES STANDARD C
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,37.95,2017,DEER PARK
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-DS SERVICES STANDARD C,11/29/2016,12/28/2016,WATER,70.69,2016,CITI PCARD-DS SERVICES STANDARD C
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,42.95,2016,DEER PARK
T000462,HON. PATRICK J. TIBERI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,902259,HAGUE QUALITY WATER OF MD INC,1/1/2017,12/31/2018,WATER,1512,2018,HAGUE QUALITY WATER OF MD INC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/15/2017,AP,E0476930,QUENCH,1/1/2017,1/31/2017,WATER,24.97,2017,QUENCH
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/15/2017,AP,E0476955,MONTROSE WATER FACTORY LLC,1/1/2017,1/31/2017,WATER,4.23,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/18/2017,AP,E0486511,QUENCH,2/1/2017,2/28/2017,WATER,24.97,2017,QUENCH
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/18/2017,AP,E0486522,MONTROSE WATER FACTORY LLC,1/9/2017,1/9/2017,WATER,13.2,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/18/2017,AP,E0486523,DEEP ROCK WATER,1/23/2017,1/24/2017,WATER,46.62,2017,DEEP ROCK WATER
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0486514,MONTROSE WATER FACTORY LLC,1/23/2017,1/23/2017,WATER,13.2,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0486518,MONTROSE WATER FACTORY LLC,2/1/2017,2/28/2017,WATER,4.23,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0489909,MONTROSE WATER FACTORY LLC,2/7/2017,2/7/2017,WATER,6.6,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495888,QUENCH,3/1/2017,3/31/2017,WATER,24.97,2017,QUENCH
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495892,MONTROSE WATER FACTORY LLC,2/21/2017,2/21/2017,WATER,8.98,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495900,MONTROSE WATER FACTORY LLC,3/1/2017,3/31/2017,WATER,4.23,2017,MONTROSE WATER FACTORY LLC
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0495906,DEEP ROCK WATER,2/20/2017,2/24/2017,WATER,48.66,2017,DEEP ROCK WATER
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/15/2017,AP,E0476960,DEEP ROCK WATER,11/28/2016,12/24/2016,WATER,36.03,2016,DEEP ROCK WATER
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,47.95,2017,DEER PARK
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,47.95,2017,DEER PARK
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,47.95,2016,DEER PARK
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,897103,HAGUE QUALITY WATER OF MD INC,1/1/2017,12/31/2017,WATER,756,2017,HAGUE QUALITY WATER OF MD INC
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,901990,CULLIGAN BY WATER CO TROY NY,1/13/2017,1/13/2017,WATER,21.87,2017,CULLIGAN BY WATER CO TROY NY
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,896568,CULLIGAN OF THE MOHAWK VALLEY,11/1/2016,11/30/2016,WATER,133.06,2016,CULLIGAN OF THE MOHAWK VALLEY
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,897101,CULLIGAN BY WATER CO TROY NY,12/22/2016,12/22/2016,WATER,34.56,2016,CULLIGAN BY WATER CO TROY NY
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/15/2017,AP,E0495788,HAGUE QUALITY WATER OF MD INC,2/20/2017,2/20/2017,EQUIP RENTAL (EFF 1/3/03),63,2017,HAGUE QUALITY WATER OF MD INC
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0485588,HAGUE QUALITY WATER OF MD INC,1/20/2017,2/19/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0489121,ENZ DANIEL A.,1/25/2017,1/25/2017,WATER,10.99,2017,ENZ DANIEL A.
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484690,HAGUE QUALITY WATER OF MD INC,12/20/2016,12/20/2016,WATER,138,2016,HAGUE QUALITY WATER OF MD INC
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AP,E0485887,COHEN DARA R.,9/8/2016,12/29/2016,WATER,178.54,2016,COHEN DARA R.
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0483741,CULLIGAN OF ANN ARBOR/DETROIT,1/1/2017,1/31/2017,WATER,36,2017,CULLIGAN OF ANN ARBOR/DETROIT
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,65.98,2017,DEER PARK
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491563,CULLIGAN OF ANN ARBOR/DETROIT,2/1/2017,2/28/2017,WATER,36,2017,CULLIGAN OF ANN ARBOR/DETROIT
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,65.98,2016,DEER PARK
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0483740,CULLIGAN OF ANN ARBOR/DETROIT,12/1/2016,12/31/2016,WATER,35,2016,CULLIGAN OF ANN ARBOR/DETROIT
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0476208,QUENCH,12/19/2016,1/18/2017,WATER,49.97,2017,QUENCH
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0482688,QUENCH,1/19/2017,2/18/2017,WATER,49.97,2017,QUENCH
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492624,QUENCH,2/19/2017,3/18/2017,WATER,49.97,2017,QUENCH
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478205,CULLIGAN LIMA,1/1/2017,1/31/2017,WATER,19.25,2017,CULLIGAN LIMA
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0474851,QUENCH,1/1/2017,1/31/2017,WATER,41,2017,QUENCH
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AP,E0484122,QUENCH,2/1/2017,4/30/2017,WATER,123,2017,QUENCH
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0487748,CULLIGAN LIMA,1/26/2017,2/28/2017,WATER,19.25,2017,CULLIGAN LIMA
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495932,CULLIGAN DAYTON OH,1/31/2017,2/28/2017,WATER,21.75,2017,CULLIGAN DAYTON OH
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0477890,GORDON WATER SYSTEMS INC,12/25/2016,1/24/2017,WATER,8,2017,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0486054,GORDON WATER SYSTEMS INC,1/25/2017,2/24/2017,WATER,8,2017,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0486055,GORDON WATER SYSTEMS INC,1/19/2017,1/19/2017,WATER,24.25,2017,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,228.87,2017,DEER PARK
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0489918,HANSON BEVERAGE SERVICE,2/15/2017,2/15/2017,WATER,43.5,2017,HANSON BEVERAGE SERVICE
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0492392,GORDON WATER SYSTEMS INC,2/16/2017,2/16/2017,WATER,21,2017,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495697,GORDON WATER SYSTEMS INC,2/25/2017,3/24/2017,WATER,8,2017,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,156.89,2017,DEER PARK
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0470668,GORDON WATER SYSTEMS INC,11/28/2016,11/28/2016,WATER,17.25,2016,GORDON WATER SYSTEMS INC
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,223.87,2016,DEER PARK
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0477900,GORDON WATER SYSTEMS INC,12/22/2016,12/22/2016,WATER,28,2016,GORDON WATER SYSTEMS INC
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0483097,SPARKLETTS & SIERRA SPRINGS,1/11/2017,1/11/2017,WATER,37.52,2017,SPARKLETTS & SIERRA SPRINGS
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0489293,READYREFRESH BY NESTLE,12/27/2016,1/26/2017,WATER,31.71,2017,READYREFRESH BY NESTLE
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0474652,SPARKLETTS & SIERRA SPRINGS,11/30/2016,12/14/2016,WATER,28.13,2016,SPARKLETTS & SIERRA SPRINGS
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485212,SPARKLETTS & SIERRA SPRINGS,1/5/2017,1/25/2017,WATER,91.64,2017,SPARKLETTS & SIERRA SPRINGS
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,15.99,2017,DEER PARK
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0494278,SPARKLETTS & SIERRA SPRINGS,2/2/2017,2/16/2017,WATER,95.09,2017,SPARKLETTS & SIERRA SPRINGS
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476140,READYREFRESH BY NESTLE,12/1/2016,12/26/2016,WATER,74.85,2016,READYREFRESH BY NESTLE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477353,SPARKLETTS & SIERRA SPRINGS,12/8/2016,12/28/2016,WATER,70.78,2016,SPARKLETTS & SIERRA SPRINGS
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,15.99,2016,DEER PARK
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CULLIGAN DFW,1/3/2017,1/28/2017,WATER,33.1,2017,CITI PCARD-CULLIGAN DFW
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,81.94,2017,DEER PARK
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CULLIGAN DFW,1/29/2017,2/28/2017,WATER,12.95,2017,CITI PCARD-CULLIGAN DFW
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,86.94,2017,DEER PARK
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CULLIGAN DFW,11/29/2016,12/28/2016,WATER,64.32,2016,CITI PCARD-CULLIGAN DFW
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,121.94,2016,DEER PARK
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0483879,BIRABIL LORRAINE B.,11/17/2016,11/17/2016,WATER,37.4,2016,BIRABIL LORRAINE B.
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0483880,CASTRO DANIEL,11/9/2016,11/9/2016,WATER,7.48,2016,CASTRO DANIEL
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486583,CULLIGAN OF RIO GRANDE VALLEY,2/1/2017,2/28/2017,WATER,14.02,2017,CULLIGAN OF RIO GRANDE VALLEY
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0495352,CULLIGAN OF RIO GRANDE VALLEY,3/1/2017,3/31/2017,WATER,47.77,2017,CULLIGAN OF RIO GRANDE VALLEY
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0475805,CULLIGAN OF RIO GRANDE VALLEY,12/29/2016,12/29/2016,WATER,60.52,2016,CULLIGAN OF RIO GRANDE VALLEY
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484389,HAGUE QUALITY WATER OF MD INC,1/20/2017,2/19/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0484368,READYREFRESH BY NESTLE,12/23/2016,1/22/2017,WATER,54.58,2017,READYREFRESH BY NESTLE
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492163,HAGUE QUALITY WATER OF MD INC,2/20/2017,3/19/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0495782,READYREFRESH BY NESTLE,2/2/2017,2/22/2017,WATER,65.83,2017,READYREFRESH BY NESTLE
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473175,HAGUE QUALITY WATER OF MD INC,12/20/2016,12/20/2016,WATER,63,2016,HAGUE QUALITY WATER OF MD INC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0479620,HAGUE QUALITY WATER OF MD INC,11/20/2016,11/20/2016,WATER,63,2016,HAGUE QUALITY WATER OF MD INC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484379,READYREFRESH BY NESTLE,12/1/2016,12/22/2016,WATER,137.17,2016,READYREFRESH BY NESTLE
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0472667,HAGUE QUALITY WATER OF MD INC,1/3/2017,12/19/2017,WATER,726.6,2017,HAGUE QUALITY WATER OF MD INC
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0479088,COASTAL VALLEY WATER COMPANY,1/1/2017,1/31/2017,WATER,10.5,2017,COASTAL VALLEY WATER COMPANY
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0484720,COASTAL VALLEY WATER COMPANY,1/27/2017,1/27/2017,WATER,13.9,2017,COASTAL VALLEY WATER COMPANY
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,8,2017,DEER PARK
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495863,COASTAL VALLEY WATER COMPANY,2/10/2017,2/10/2017,WATER,13.9,2017,COASTAL VALLEY WATER COMPANY
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495874,COASTAL VALLEY WATER COMPANY,3/1/2017,3/31/2017,WATER,10.5,2017,COASTAL VALLEY WATER COMPANY
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495875,COASTAL VALLEY WATER COMPANY,2/1/2017,2/28/2017,WATER,10.5,2017,COASTAL VALLEY WATER COMPANY
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495878,COASTAL VALLEY WATER COMPANY,2/24/2017,2/24/2017,WATER,6.95,2017,COASTAL VALLEY WATER COMPANY
